31647.931640625,47278.203125,play 
-12204.158203125,-23878.08984375,dur 
21934.15234375,57163.12890625,hi 
3334.89599609375,-48936.9296875,big 
-34056.99609375,39908.90234375,year 
75054.8984375,-21399.96484375,ago 
-31048.685546875,2091.447265625,american 
-21099.1875,-47064.87890625,program 
21107.28125,56084.37109375,three 
29673.048828125,-51273.47265625,music 
-25477.82421875,14210.005859375,children 
-53572.33203125,-17901.123046875,four 
-35926.234375,-59854.95703125,season 
